Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
cultural-sector,cultural-crafts,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,83.3,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,chile,year/2018,exports,Current prices,GBP Million,51.3,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,chile,year/2018,exports,Current prices,GBP Million,9.9,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,chile,year/2018,exports,Current prices,GBP Million,67.8,
gambling,not-applicable,chile,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,chile,year/2018,exports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,chile,year/2018,exports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,chile,year/2018,exports,Current prices,GBP Million,71.2,
creative-industries,advertising-and-marketing,chile,year/2018,exports,Current prices,GBP Million,1.0,
creative-industries,architecture,chile,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,crafts,chile,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,chile,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,chile,year/2018,exports,Current prices,GBP Million,9.0,
creative-industries,it-software-and-computer-services,chile,year/2018,exports,Current prices,GBP Million,36.0,
creative-industries,publishing,chile,year/2018,exports,Current prices,GBP Million,3.5,
creative-industries,museums-galleries-and-libraries,chile,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,chile,year/2018,exports,Current prices,GBP Million,0.9,
digital-sector,manufacturing-of-electronics-and-computers,chile,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,chile,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,chile,year/2018,exports,Current prices,GBP Million,3.5,
digital-sector,software-publishing,chile,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,chile,year/2018,exports,Current prices,GBP Million,9.7,
digital-sector,telecommunications,chile,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,computer-programming-consultancy-and-related-activities,chile,year/2018,exports,Current prices,GBP Million,38.1,
digital-sector,information-service-activities,chile,year/2018,exports,Current prices,GBP Million,0.3,
digital-sector,repair-of-computers-and-communication-equipment,chile,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,arts,chile,year/2018,exports,Current prices,GBP Million,0.2,
cultural-sector,film-tv-and-music,chile,year/2018,exports,Current prices,GBP Million,9.7,
cultural-sector,radio,chile,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,photography,chile,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,chile,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,chile,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,chile,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,chile,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,chile,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,chile,year/2018,exports,Current prices,GBP Million,9.7,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,peru,year/2018,exports,Current prices,GBP Million,8.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,peru,year/2018,exports,Current prices,GBP Million,4.4,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,peru,year/2018,exports,Current prices,GBP Million,9.2,
gambling,not-applicable,peru,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,peru,year/2018,exports,Current prices,GBP Million,0.0,
telecoms,not-applicable,peru,year/2018,exports,Current prices,GBP Million,0.8,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,peru,year/2018,exports,Current prices,GBP Million,9.6,
creative-industries,advertising-and-marketing,peru,year/2018,exports,Current prices,GBP Million,0.1,
creative-industries,architecture,peru,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,crafts,peru,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,peru,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,peru,year/2018,exports,Current prices,GBP Million,4.3,
creative-industries,it-software-and-computer-services,peru,year/2018,exports,Current prices,GBP Million,1.7,
creative-industries,publishing,peru,year/2018,exports,Current prices,GBP Million,1.8,
creative-industries,museums-galleries-and-libraries,peru,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,peru,year/2018,exports,Current prices,GBP Million,0.1,
digital-sector,manufacturing-of-electronics-and-computers,peru,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,peru,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,peru,year/2018,exports,Current prices,GBP Million,1.7,
digital-sector,software-publishing,peru,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,peru,year/2018,exports,Current prices,GBP Million,4.4,
digital-sector,telecommunications,peru,year/2018,exports,Current prices,GBP Million,0.8,
digital-sector,computer-programming-consultancy-and-related-activities,peru,year/2018,exports,Current prices,GBP Million,1.9,
digital-sector,information-service-activities,peru,year/2018,exports,Current prices,GBP Million,0.3,
digital-sector,repair-of-computers-and-communication-equipment,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,arts,peru,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,peru,year/2018,exports,Current prices,GBP Million,4.4,
cultural-sector,radio,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,photography,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,cultural-crafts,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,peru,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,peru,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,peru,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,peru,year/2018,exports,Current prices,GBP Million,4.4,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,asia,year/2018,exports,Current prices,GBP Million,4045.9,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,asia,year/2018,exports,Current prices,GBP Million,926.0,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,asia,year/2018,exports,Current prices,GBP Million,6469.2,
gambling,not-applicable,asia,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,asia,year/2018,exports,Current prices,GBP Million,643.2,
telecoms,not-applicable,asia,year/2018,exports,Current prices,GBP Million,992.5,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,asia,year/2018,exports,Current prices,GBP Million,7775.3,
creative-industries,advertising-and-marketing,asia,year/2018,exports,Current prices,GBP Million,257.4,
creative-industries,architecture,asia,year/2018,exports,Current prices,GBP Million,248.8,
creative-industries,crafts,asia,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,asia,year/2018,exports,Current prices,GBP Million,80.5,
creative-industries,film-tv-radio-and-photography,asia,year/2018,exports,Current prices,GBP Million,822.8,
creative-industries,it-software-and-computer-services,asia,year/2018,exports,Current prices,GBP Million,2130.6,
creative-industries,publishing,asia,year/2018,exports,Current prices,GBP Million,402.7,
creative-industries,museums-galleries-and-libraries,asia,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,asia,year/2018,exports,Current prices,GBP Million,101.1,
digital-sector,manufacturing-of-electronics-and-computers,asia,year/2018,exports,Current prices,GBP Million,31.0,
digital-sector,wholesale-of-computers-and-electronics,asia,year/2018,exports,Current prices,GBP Million,371.8,
digital-sector,publishing-excluding-translation-and-interpretation-activities,asia,year/2018,exports,Current prices,GBP Million,397.3,
digital-sector,software-publishing,asia,year/2018,exports,Current prices,GBP Million,129.8,
digital-sector,film-tv-video-radio-and-music,asia,year/2018,exports,Current prices,GBP Million,855.2,
digital-sector,telecommunications,asia,year/2018,exports,Current prices,GBP Million,992.5,
digital-sector,computer-programming-consultancy-and-related-activities,asia,year/2018,exports,Current prices,GBP Million,3334.7,
digital-sector,information-service-activities,asia,year/2018,exports,Current prices,GBP Million,332.2,
digital-sector,repair-of-computers-and-communication-equipment,asia,year/2018,exports,Current prices,GBP Million,24.7,
cultural-sector,arts,asia,year/2018,exports,Current prices,GBP Million,66.3,
cultural-sector,film-tv-and-music,asia,year/2018,exports,Current prices,GBP Million,849.6,
cultural-sector,radio,asia,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,asia,year/2018,exports,Current prices,GBP Million,2.2,
cultural-sector,cultural-crafts,asia,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,asia,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,asia,year/2018,exports,Current prices,GBP Million,2.1,
cultural-sector,cultural-education,asia,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,asia,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,asia,year/2018,exports,Current prices,GBP Million,926.9,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,gulf,year/2018,exports,Current prices,GBP Million,999.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,gulf,year/2018,exports,Current prices,GBP Million,283.2,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,gulf,year/2018,exports,Current prices,GBP Million,1359.2,
gambling,not-applicable,gulf,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,gulf,year/2018,exports,Current prices,GBP Million,206.1,
telecoms,not-applicable,gulf,year/2018,exports,Current prices,GBP Million,341.7,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,gulf,year/2018,exports,Current prices,GBP Million,1794.0,
creative-industries,advertising-and-marketing,gulf,year/2018,exports,Current prices,GBP Million,96.0,
creative-industries,architecture,gulf,year/2018,exports,Current prices,GBP Million,100.8,
creative-industries,crafts,gulf,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,gulf,year/2018,exports,Current prices,GBP Million,20.2,
creative-industries,film-tv-radio-and-photography,gulf,year/2018,exports,Current prices,GBP Million,271.5,
creative-industries,it-software-and-computer-services,gulf,year/2018,exports,Current prices,GBP Million,397.6,
creative-industries,publishing,gulf,year/2018,exports,Current prices,GBP Million,101.3,
creative-industries,museums-galleries-and-libraries,gulf,year/2018,exports,Current prices,GBP Million,,suppressed
